generated_id,n_nodes,n_edges,chromatic_number,edge_list,adjacency_upper_triangular
38,12,57,9,0-1;0-2;0-3;0-5;0-6;0-8;0-9;0-10;0-11;1-2;1-3;1-6;1-7;1-8;1-9;1-10;1-11;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;4-5;4-6;4-7;4-8;4-9;4-10;5-6;5-8;5-10;5-11;6-7;6-8;6-9;6-10;6-11;7-8;7-10;7-11;8-9;8-10;8-11;9-10;10-11,"1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1"
39,12,57,9,0-1;0-2;0-4;0-5;0-6;0-7;0-10;0-11;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;2-3;2-4;2-5;2-6;2-7;2-8;3-4;3-5;3-6;3-7;3-9;3-10;4-5;4-6;4-7;4-8;4-9;4-10;4-11;5-6;5-7;5-8;5-9;5-10;5-11;6-7;6-8;6-9;6-10;6-11;7-8;7-9;7-10;7-11;8-9;8-11;9-10;9-11;10-11,"1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1"
40,12,57,9,0-2;0-4;0-5;0-7;0-8;0-9;0-10;0-11;1-2;1-4;1-5;1-6;1-7;1-9;1-10;1-11;2-3;2-5;2-7;2-9;2-10;2-11;3-5;3-6;3-7;3-8;3-9;3-10;3-11;4-5;4-6;4-7;4-8;4-9;4-10;4-11;5-6;5-7;5-8;5-9;5-10;5-11;6-7;6-8;6-9;6-10;6-11;7-8;7-9;7-10;7-11;8-9;8-10;8-11;9-10;9-11;10-11,"0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
41,12,57,9,0-1;0-2;0-4;0-5;0-6;0-7;0-8;0-10;0-11;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;2-3;2-5;2-6;2-7;2-8;2-11;3-5;3-6;3-8;3-9;3-10;3-11;4-5;4-6;4-7;4-8;4-9;4-10;4-11;5-6;5-7;5-8;5-9;5-10;5-11;6-7;6-8;6-9;6-10;6-11;7-8;7-9;7-11;8-9;8-10;8-11;9-11;10-11,"1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1"
42,12,57,9,0-1;0-2;0-3;0-4;0-5;0-7;0-9;0-10;0-11;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;4-5;4-6;4-7;4-8;4-9;4-10;4-11;5-7;5-8;5-10;6-7;6-8;6-10;6-11;7-8;7-9;7-10;7-11;8-9;9-11;10-11,"1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1"
43,13,61,9,0-2;0-4;0-6;0-7;0-9;0-10;0-11;0-12;1-3;1-5;1-7;1-8;1-9;1-10;1-11;1-12;2-4;2-6;2-8;2-9;2-10;2-11;2-12;3-5;3-7;3-8;3-9;3-10;3-11;3-12;4-6;4-8;4-9;4-10;4-11;4-12;5-7;5-8;5-9;5-10;5-11;5-12;6-8;6-9;6-10;6-11;6-12;7-9;7-10;7-11;7-12;8-9;8-10;8-11;8-12;9-10;9-11;9-12;10-11;10-12;11-12,"0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
44,13,61,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-3;2-6;2-7;2-8;2-9;2-11;3-5;3-6;3-7;3-9;3-11;4-5;4-6;4-8;4-9;4-10;4-12;5-6;5-7;5-9;5-10;5-11;5-12;6-7;6-8;6-9;6-10;6-11;6-12;7-9;7-11;8-9;8-10;8-12;9-10;9-11;9-12;10-12,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0"
45,13,61,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;1-3;1-4;1-6;1-7;1-8;1-10;1-11;2-4;2-5;2-6;2-8;2-9;2-11;2-12;3-4;3-6;3-7;3-10;3-11;3-12;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;5-6;5-8;5-9;5-11;5-12;6-7;6-8;6-9;6-10;6-11;6-12;7-8;7-10;7-11;8-9;8-10;8-11;9-11;9-12;10-11;11-12,"1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1"
46,13,61,9,0-1;0-2;0-4;0-7;0-8;0-9;0-10;0-12;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-4;2-7;2-8;2-9;2-10;2-12;3-4;3-5;3-6;3-8;3-10;3-11;3-12;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;5-6;5-8;5-10;5-11;5-12;6-8;6-9;6-10;6-11;7-8;7-9;7-10;7-12;8-9;8-10;8-11;8-12;9-10;10-11;10-12;11-12,"1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1"
47,13,61,9,0-1;0-2;0-4;0-6;0-7;0-10;0-11;0-12;1-2;1-4;1-6;1-7;1-10;1-11;1-12;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;3-5;3-6;3-8;3-9;3-10;3-11;3-12;4-5;4-6;4-7;4-8;4-9;4-10;4-12;5-6;5-8;5-9;5-10;5-12;6-7;6-8;6-9;6-10;6-11;6-12;7-10;7-11;7-12;8-9;8-10;8-12;9-10;9-12;10-11;10-12;11-12,"1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1"
48,13,61,9,0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;1-2;1-3;1-4;1-5;1-7;1-9;1-11;1-12;2-3;2-4;2-5;2-7;2-9;2-11;2-12;3-4;3-5;3-7;3-9;3-11;3-12;4-5;4-8;4-9;4-11;4-12;5-6;5-7;5-8;5-9;5-10;5-11;5-12;6-7;6-8;6-9;6-10;6-11;6-12;7-9;7-10;7-11;7-12;8-9;8-10;8-11;8-12;9-10;9-11;9-12;10-11;10-12;11-12,"0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
49,13,61,9,0-1;0-2;0-3;0-4;0-5;0-6;0-8;0-10;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-3;2-4;2-5;2-6;2-8;2-10;3-4;3-6;3-8;3-10;3-11;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;5-6;5-7;5-8;5-9;5-10;5-12;6-8;6-10;7-8;7-9;7-10;7-11;7-12;8-9;8-10;8-11;8-12;9-10;9-11;9-12;10-11;10-12;11-12,"1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
50,13,61,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-10;1-12;2-3;2-4;2-7;2-10;2-11;2-12;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;4-7;4-10;4-11;4-12;5-6;5-7;5-8;5-9;5-12;6-7;6-8;6-9;6-12;7-8;7-9;7-10;7-11;7-12;8-9;8-12;9-11;9-12;10-11;10-12;11-12,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1"
51,13,61,9,0-2;0-3;0-4;0-5;0-6;0-7;0-9;0-10;0-11;0-12;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-10;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;4-5;4-6;4-7;4-10;5-6;5-7;5-10;6-7;6-8;6-9;6-10;6-11;6-12;7-8;7-9;7-10;7-11;7-12;8-9;8-11;8-12;9-11;9-12;11-12,"0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1"
52,13,61,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-3;2-5;2-8;2-10;2-11;2-12;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;4-6;4-7;4-8;4-9;4-12;5-7;5-8;5-10;5-11;6-7;6-8;6-9;6-12;7-8;7-9;7-10;7-11;8-9;8-10;8-11;8-12;9-12;10-11,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0"
53,13,61,9,0-1;0-2;0-3;0-4;0-7;0-8;0-9;0-11;1-2;1-3;1-4;1-7;1-8;1-9;1-11;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;3-4;3-7;3-8;3-9;3-11;4-5;4-7;4-8;4-11;5-6;5-7;5-8;5-10;5-11;5-12;6-7;6-8;6-9;6-10;6-11;6-12;7-8;7-9;7-10;7-11;7-12;8-9;8-10;8-11;8-12;9-10;9-11;9-12;10-11;10-12;11-12,"1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
54,13,61,9,0-1;0-3;0-4;0-5;0-6;0-7;0-9;0-12;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-3;2-4;2-7;2-8;2-10;2-11;2-12;3-4;3-5;3-6;3-7;3-8;3-11;3-12;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;5-6;5-7;5-9;5-12;6-7;6-9;6-12;7-8;7-9;7-10;7-11;7-12;8-10;8-11;8-12;9-10;9-12;10-11;10-12;11-12,"1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1"
55,13,61,9,0-1;0-2;0-3;0-6;0-7;0-10;0-11;0-12;1-2;1-3;1-4;1-6;1-7;1-8;1-9;1-10;1-12;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;4-5;4-6;4-8;4-9;4-12;5-6;5-8;5-9;5-11;5-12;6-7;6-8;6-9;6-10;6-11;6-12;7-10;7-11;7-12;8-9;8-12;9-12;10-11;10-12;11-12,"1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1"
56,13,61,9,0-1;0-2;0-3;0-4;0-6;0-7;0-8;0-9;0-11;0-12;1-2;1-3;1-5;1-6;1-9;1-11;1-12;2-3;2-5;2-6;2-9;2-11;2-12;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;4-6;4-7;4-8;4-9;4-10;4-11;5-6;5-9;5-10;5-11;5-12;6-7;6-8;6-9;6-10;6-11;6-12;7-8;7-9;7-10;7-11;8-9;8-10;8-11;9-10;9-11;9-12;10-11;11-12,"1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1"
57,13,61,9,0-1;0-3;0-5;0-8;0-9;0-10;0-11;0-12;1-3;1-5;1-8;1-9;1-10;1-11;1-12;2-3;2-4;2-6;2-7;2-8;2-9;2-11;2-12;3-4;3-6;3-8;3-9;3-10;3-11;3-12;4-6;4-7;4-8;4-9;4-11;4-12;5-7;5-8;5-9;5-10;5-11;5-12;6-7;6-8;6-9;6-11;6-12;7-8;7-9;7-11;7-12;8-9;8-10;8-11;8-12;9-10;9-11;9-12;10-11;10-12;11-12,"1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1"
58,13,61,9,0-2;0-3;0-4;0-5;0-6;0-7;0-10;0-11;1-2;1-5;1-6;1-8;1-9;1-10;1-11;1-12;2-3;2-4;2-5;2-6;2-9;2-10;2-11;2-12;3-4;3-5;3-6;3-7;3-10;3-11;4-5;4-6;4-7;4-10;4-11;5-6;5-7;5-8;5-9;5-10;5-11;5-12;6-7;6-8;6-9;6-10;6-11;6-12;7-8;7-10;7-11;8-9;8-10;8-11;8-12;9-10;9-11;9-12;10-11;10-12;11-12,"0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1"
59,13,61,9,0-1;0-2;0-3;0-4;0-6;0-7;0-10;0-11;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;3-4;3-6;3-7;3-10;3-11;4-6;4-9;4-10;4-11;5-6;5-7;5-8;5-9;5-10;5-12;6-7;6-8;6-9;6-10;6-11;6-12;7-8;7-10;7-11;7-12;8-9;8-10;8-12;9-10;9-12;10-11;10-12,"1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0"
60,13,61,9,0-4;0-5;0-6;0-7;0-9;0-10;0-11;0-12;1-2;1-3;1-4;1-5;1-6;1-8;1-9;1-12;2-3;2-4;2-5;2-6;2-8;2-10;2-12;3-4;3-5;3-6;3-8;3-10;3-12;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;5-6;5-7;5-8;5-9;5-10;5-11;5-12;6-7;6-8;6-9;6-10;6-11;6-12;7-9;7-10;7-11;7-12;8-10;8-12;9-11;9-12;10-11;10-12;11-12,"0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1"
61,13,61,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-9;0-10;0-12;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-3;2-5;2-6;2-8;2-10;2-12;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;4-5;4-7;4-9;4-10;4-11;5-6;5-7;5-8;5-9;5-10;5-11;5-12;6-8;6-10;6-12;7-9;7-10;7-11;8-10;8-11;8-12;9-10;9-11;10-11;10-12,"1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0"
62,13,61,9,0-1;0-2;0-3;0-7;0-9;0-10;0-11;0-12;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-3;2-7;2-9;2-10;2-11;2-12;3-4;3-5;3-6;3-7;3-9;3-10;3-11;4-5;4-6;4-7;4-8;4-9;4-10;5-6;5-7;5-8;5-9;5-10;6-7;6-8;6-9;6-10;7-8;7-9;7-10;7-11;7-12;8-9;8-10;8-12;9-10;9-11;9-12;10-11;10-12;11-12,"1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1"
63,13,61,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-11;0-12;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;3-4;3-7;3-9;3-11;3-12;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;5-6;5-8;5-10;5-12;6-8;6-10;6-12;7-9;7-11;7-12;8-10;8-12;9-10;9-11;9-12;10-12;11-12,"1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1"
64,13,61,9,0-2;0-4;0-6;0-7;0-9;0-10;0-11;0-12;1-3;1-5;1-7;1-8;1-9;1-10;1-11;1-12;2-4;2-6;2-7;2-9;2-10;2-11;2-12;3-5;3-7;3-8;3-9;3-10;3-11;3-12;4-6;4-8;4-9;4-10;4-11;4-12;5-7;5-8;5-9;5-10;5-11;5-12;6-8;6-9;6-10;6-11;6-12;7-9;7-10;7-11;7-12;8-9;8-10;8-11;8-12;9-10;9-11;9-12;10-11;10-12;11-12,"0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
65,13,61,9,0-1;0-3;0-4;0-5;0-9;0-10;0-11;0-12;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-3;2-4;2-6;2-7;2-8;2-9;2-10;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;4-5;4-8;4-9;4-10;4-11;5-9;5-10;5-11;5-12;6-7;6-8;6-9;6-10;6-12;7-8;7-9;7-10;7-12;8-9;8-10;9-10;9-11;9-12;10-11;10-12;11-12,"1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1"
66,13,61,9,0-1;0-4;0-5;0-6;0-7;0-8;0-11;0-12;1-2;1-3;1-5;1-6;1-7;1-8;1-10;1-12;2-3;2-5;2-6;2-8;2-9;2-10;2-12;3-5;3-6;3-8;3-9;3-10;3-12;4-5;4-6;4-7;4-8;4-9;4-11;4-12;5-6;5-7;5-8;5-9;5-10;5-11;5-12;6-7;6-8;6-9;6-10;6-11;6-12;7-8;7-11;7-12;8-9;8-10;8-11;8-12;9-10;9-11;9-12;10-12;11-12,"1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1"
67,13,61,9,0-1;0-2;0-3;0-4;0-6;0-7;0-10;0-11;1-2;1-3;1-4;1-6;1-7;1-10;1-11;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;3-6;3-7;3-10;3-11;3-12;4-5;4-6;4-7;4-8;4-9;4-10;5-6;5-7;5-8;5-9;5-10;5-12;6-7;6-8;6-9;6-10;6-11;6-12;7-8;7-9;7-10;7-11;7-12;8-9;8-10;8-12;9-10;9-12;10-11;10-12;11-12,"1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1"
68,13,61,9,0-1;0-3;0-4;0-5;0-7;0-8;0-11;0-12;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-3;2-4;2-5;2-6;2-9;2-10;2-11;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;5-6;5-7;5-8;5-9;5-10;5-11;5-12;6-7;6-9;6-10;7-8;7-9;7-12;8-11;8-12;9-10;10-11;11-12,"1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1"
69,13,61,9,0-2;0-5;0-6;0-7;0-8;0-9;0-11;0-12;1-2;1-3;1-4;1-5;1-7;1-10;1-11;1-12;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;3-4;3-5;3-6;3-7;3-9;3-10;3-12;4-5;4-7;4-10;4-11;4-12;5-6;5-7;5-8;5-9;5-10;5-11;5-12;6-7;6-8;6-9;6-12;7-8;7-9;7-10;7-11;7-12;8-9;8-11;8-12;9-12;10-11;10-12;11-12,"0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1"
70,13,61,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;1-3;1-4;1-5;1-6;1-7;1-8;1-10;1-12;2-3;2-5;2-6;2-8;2-9;2-11;2-12;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;4-7;4-8;4-9;4-10;4-12;5-6;5-8;5-11;5-12;6-8;6-11;6-12;7-8;7-9;7-10;7-12;8-9;8-10;8-11;8-12;9-10;9-11;9-12;10-12;11-12,"1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1"
71,13,61,9,0-2;0-3;0-5;0-6;0-7;0-9;0-10;0-11;0-12;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-3;2-4;2-7;2-8;2-10;2-11;2-12;3-4;3-7;3-8;3-10;3-11;3-12;4-7;4-8;4-10;4-11;4-12;5-6;5-7;5-9;5-10;5-11;5-12;6-7;6-9;6-10;6-11;6-12;7-8;7-9;7-10;7-11;7-12;8-10;8-11;8-12;9-10;9-11;9-12;10-11;10-12;11-12,"0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1"
